NUM,Year,Player,Team,Notes,Pos,Age,G,GS,MP,PER,TS.,X3PAr,FTr,ORB.,DRB.,TRB.,AST.,STL.,BLK.,TOV.,USG.,OWS,DWS,WS,WS.48,OBPM,DBPM,BPM,VORP,FG,FGA,FG.,X3P,X3PA,X3P.,X2P,X2PA,X2P.,eFG.,FT,FTA,FT.,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,INJ_IN_YR,TOT_INJ,INJ_TO_USG,MPG,INJ_TO_MIN
6632,2014,Gerald Wallace,Celtics,"recovering from arthroscopic surgery on left knee to repair torn meniscus, and ankle (DNP)",SF,31,58,16,1416,10,0.543,0.278,0.439,2.8,14.5,8.5,14.9,2.7,0.8,26.1,11.6,-0.3,1.6,1.3,0.043,-2.5,2.2,-0.3,0.6,116,230,0.504,19,64,0.297,97,166,0.584,0.546,47,101,0.465,36,176,212,143,73,14,97,79,298,6,27,51.724,24.41,0.25
6633,2014,Gerald Wallace,Celtics,"recovering from arthroscopic surgery on left knee to repair torn meniscus, and ankle (DNP)",SF,31,58,16,1416,10,0.543,0.278,0.439,2.8,14.5,8.5,14.9,2.7,0.8,26.1,11.6,-0.3,1.6,1.3,0.043,-2.5,2.2,-0.3,0.6,116,230,0.504,19,64,0.297,97,166,0.584,0.546,47,101,0.465,36,176,212,143,73,14,97,79,298,6,27,51.724,24.41,0.25
6634,2014,Gerald Wallace,Celtics,"placed on IL recovering from arthroscopic surgery on left knee to repair torn meniscus, and ankle (out for season)",SF,31,58,16,1416,10,0.543,0.278,0.439,2.8,14.5,8.5,14.9,2.7,0.8,26.1,11.6,-0.3,1.6,1.3,0.043,-2.5,2.2,-0.3,0.6,116,230,0.504,19,64,0.297,97,166,0.584,0.546,47,101,0.465,36,176,212,143,73,14,97,79,298,6,27,51.724,24.41,0.25
6635,2014,Gerald Wallace,Celtics,"arthroscopic surgery on left knee to repair torn meniscus, and ankle (out indefinitely)",SF,31,58,16,1416,10,0.543,0.278,0.439,2.8,14.5,8.5,14.9,2.7,0.8,26.1,11.6,-0.3,1.6,1.3,0.043,-2.5,2.2,-0.3,0.6,116,230,0.504,19,64,0.297,97,166,0.584,0.546,47,101,0.465,36,176,212,143,73,14,97,79,298,6,27,51.724,24.41,0.25
6636,2014,Gerald Wallace,Celtics,torn meniscus in left knee (out indefinitely),SF,31,58,16,1416,10,0.543,0.278,0.439,2.8,14.5,8.5,14.9,2.7,0.8,26.1,11.6,-0.3,1.6,1.3,0.043,-2.5,2.2,-0.3,0.6,116,230,0.504,19,64,0.297,97,166,0.584,0.546,47,101,0.465,36,176,212,143,73,14,97,79,298,6,27,51.724,24.41,0.25
6637,2014,Gerald Wallace,Celtics,torn meniscus in left knee (DNP),SF,31,58,16,1416,10,0.543,0.278,0.439,2.8,14.5,8.5,14.9,2.7,0.8,26.1,11.6,-0.3,1.6,1.3,0.043,-2.5,2.2,-0.3,0.6,116,230,0.504,19,64,0.297,97,166,0.584,0.546,47,101,0.465,36,176,212,143,73,14,97,79,298,6,27,51.724,24.41,0.25
6638,2014,Glen Davis,Clippers,placed on IL with strained right groin,PF,28,23,1,308,10.3,0.527,0.012,0.284,7.8,16.7,12.4,3.3,1.9,1.7,15.7,15.5,0.1,0.4,0.5,0.079,-3.8,0.6,-3.2,-0.1,39,81,0.481,0,1,0,39,80,0.488,0.481,18,23,0.783,21,48,69,7,12,7,17,48,96,2,28,12.903,13.39,0.15
6639,2014,Glen Davis,Clippers,activated from IL,PF,28,23,1,308,10.3,0.527,0.012,0.284,7.8,16.7,12.4,3.3,1.9,1.7,15.7,15.5,0.1,0.4,0.5,0.079,-3.8,0.6,-3.2,-0.1,39,81,0.481,0,1,0,39,80,0.488,0.481,18,23,0.783,21,48,69,7,12,7,17,48,96,2,28,12.903,13.39,0.15
6640,2014,Gordon Hayward,Jazz,activated from IL,SF,23,77,77,2800,16.2,0.52,0.271,0.369,2.5,14,8,24.1,2.1,1.1,15,23.1,2.2,1.5,3.6,0.062,1,0,1,2.1,426,1032,0.413,85,280,0.304,341,752,0.453,0.454,311,381,0.816,62,329,391,400,110,40,212,155,1248,3,35,12.987,36.36,0.08
6641,2014,Gordon Hayward,Jazz,strained left hip flexor (DNP),SF,23,77,77,2800,16.2,0.52,0.271,0.369,2.5,14,8,24.1,2.1,1.1,15,23.1,2.2,1.5,3.6,0.062,1,0,1,2.1,426,1032,0.413,85,280,0.304,341,752,0.453,0.454,311,381,0.816,62,329,391,400,110,40,212,155,1248,3,35,12.987,36.36,0.08
6642,2014,Gordon Hayward,Jazz,placed on IL with strained left hip flexor,SF,23,77,77,2800,16.2,0.52,0.271,0.369,2.5,14,8,24.1,2.1,1.1,15,23.1,2.2,1.5,3.6,0.062,1,0,1,2.1,426,1032,0.413,85,280,0.304,341,752,0.453,0.454,311,381,0.816,62,329,391,400,110,40,212,155,1248,3,35,12.987,36.36,0.08
6643,2014,Gorgui Dieng,Timberwolves,placed on IL,C,24,60,15,818,16.5,0.534,0.004,0.41,13.4,26.9,20,7.2,1.8,4.6,16.8,16.8,0.7,1.5,2.2,0.129,-2.4,3.1,0.7,0.5,113,227,0.498,1,1,1,112,226,0.496,0.5,59,93,0.634,103,197,300,39,30,50,54,108,286,4,7,23.81,13.63,0.29
6644,2014,Gorgui Dieng,Timberwolves,activated from IL,C,24,60,15,818,16.5,0.534,0.004,0.41,13.4,26.9,20,7.2,1.8,4.6,16.8,16.8,0.7,1.5,2.2,0.129,-2.4,3.1,0.7,0.5,113,227,0.498,1,1,1,112,226,0.496,0.5,59,93,0.634,103,197,300,39,30,50,54,108,286,4,7,23.81,13.63,0.29
6645,2014,Gorgui Dieng,Timberwolves,placed on IL,C,24,60,15,818,16.5,0.534,0.004,0.41,13.4,26.9,20,7.2,1.8,4.6,16.8,16.8,0.7,1.5,2.2,0.129,-2.4,3.1,0.7,0.5,113,227,0.498,1,1,1,112,226,0.496,0.5,59,93,0.634,103,197,300,39,30,50,54,108,286,4,7,23.81,13.63,0.29
6646,2014,Gorgui Dieng,Timberwolves,activated from IL,C,24,60,15,818,16.5,0.534,0.004,0.41,13.4,26.9,20,7.2,1.8,4.6,16.8,16.8,0.7,1.5,2.2,0.129,-2.4,3.1,0.7,0.5,113,227,0.498,1,1,1,112,226,0.496,0.5,59,93,0.634,103,197,300,39,30,50,54,108,286,4,7,23.81,13.63,0.29
6647,2014,Greg Oden,Heat,knee injury (DNP),C,26,23,6,212,12.4,0.567,0,0.469,14.2,17.7,16,0.7,1.7,5.3,16.9,16,0.2,0.3,0.5,0.119,-3.3,-0.3,-3.6,-0.1,27,49,0.551,0,0,NA,27,49,0.551,0.551,13,23,0.565,23,31,54,1,7,13,12,52,67,12,14,75,9.22,1.3
6648,2014,Greg Oden,Heat,placed on IL,C,26,23,6,212,12.4,0.567,0,0.469,14.2,17.7,16,0.7,1.7,5.3,16.9,16,0.2,0.3,0.5,0.119,-3.3,-0.3,-3.6,-0.1,27,49,0.551,0,0,NA,27,49,0.551,0.551,13,23,0.565,23,31,54,1,7,13,12,52,67,12,14,75,9.22,1.3
6649,2014,Greg Oden,Heat,activated from IL,C,26,23,6,212,12.4,0.567,0,0.469,14.2,17.7,16,0.7,1.7,5.3,16.9,16,0.2,0.3,0.5,0.119,-3.3,-0.3,-3.6,-0.1,27,49,0.551,0,0,NA,27,49,0.551,0.551,13,23,0.565,23,31,54,1,7,13,12,52,67,12,14,75,9.22,1.3
6650,2014,Greg Oden,Heat,placed on IL (out for season),C,26,23,6,212,12.4,0.567,0,0.469,14.2,17.7,16,0.7,1.7,5.3,16.9,16,0.2,0.3,0.5,0.119,-3.3,-0.3,-3.6,-0.1,27,49,0.551,0,0,NA,27,49,0.551,0.551,13,23,0.565,23,31,54,1,7,13,12,52,67,12,14,75,9.22,1.3
6651,2014,Greg Oden,Heat,placed on IL with back spasms (out for season),C,26,23,6,212,12.4,0.567,0,0.469,14.2,17.7,16,0.7,1.7,5.3,16.9,16,0.2,0.3,0.5,0.119,-3.3,-0.3,-3.6,-0.1,27,49,0.551,0,0,NA,27,49,0.551,0.551,13,23,0.565,23,31,54,1,7,13,12,52,67,12,14,75,9.22,1.3
6652,2014,Greg Oden,Heat,activated from IL,C,26,23,6,212,12.4,0.567,0,0.469,14.2,17.7,16,0.7,1.7,5.3,16.9,16,0.2,0.3,0.5,0.119,-3.3,-0.3,-3.6,-0.1,27,49,0.551,0,0,NA,27,49,0.551,0.551,13,23,0.565,23,31,54,1,7,13,12,52,67,12,14,75,9.22,1.3
6653,2014,Greg Oden,Heat,placed on IL (P),C,26,23,6,212,12.4,0.567,0,0.469,14.2,17.7,16,0.7,1.7,5.3,16.9,16,0.2,0.3,0.5,0.119,-3.3,-0.3,-3.6,-0.1,27,49,0.551,0,0,NA,27,49,0.551,0.551,13,23,0.565,23,31,54,1,7,13,12,52,67,12,14,75,9.22,1.3
6654,2014,Greg Oden,Heat,placed on IL,C,26,23,6,212,12.4,0.567,0,0.469,14.2,17.7,16,0.7,1.7,5.3,16.9,16,0.2,0.3,0.5,0.119,-3.3,-0.3,-3.6,-0.1,27,49,0.551,0,0,NA,27,49,0.551,0.551,13,23,0.565,23,31,54,1,7,13,12,52,67,12,14,75,9.22,1.3
6655,2014,Greg Oden,Heat,placed on IL,C,26,23,6,212,12.4,0.567,0,0.469,14.2,17.7,16,0.7,1.7,5.3,16.9,16,0.2,0.3,0.5,0.119,-3.3,-0.3,-3.6,-0.1,27,49,0.551,0,0,NA,27,49,0.551,0.551,13,23,0.565,23,31,54,1,7,13,12,52,67,12,14,75,9.22,1.3
6656,2014,Greg Oden,Heat,activated from IL,C,26,23,6,212,12.4,0.567,0,0.469,14.2,17.7,16,0.7,1.7,5.3,16.9,16,0.2,0.3,0.5,0.119,-3.3,-0.3,-3.6,-0.1,27,49,0.551,0,0,NA,27,49,0.551,0.551,13,23,0.565,23,31,54,1,7,13,12,52,67,12,14,75,9.22,1.3
6657,2014,Greg Oden,Heat,activated from IL,C,26,23,6,212,12.4,0.567,0,0.469,14.2,17.7,16,0.7,1.7,5.3,16.9,16,0.2,0.3,0.5,0.119,-3.3,-0.3,-3.6,-0.1,27,49,0.551,0,0,NA,27,49,0.551,0.551,13,23,0.565,23,31,54,1,7,13,12,52,67,12,14,75,9.22,1.3
6658,2014,Greg Oden,Heat,activated from IL,C,26,23,6,212,12.4,0.567,0,0.469,14.2,17.7,16,0.7,1.7,5.3,16.9,16,0.2,0.3,0.5,0.119,-3.3,-0.3,-3.6,-0.1,27,49,0.551,0,0,NA,27,49,0.551,0.551,13,23,0.565,23,31,54,1,7,13,12,52,67,12,14,75,9.22,1.3
6659,2014,Greivis Vasquez,Raptors,placed on IL with illness,SG,27,61,5,1314,14.2,0.537,0.47,0.15,1.3,11.1,6.2,29.5,1,0.2,15.7,22.2,1.6,1.1,2.6,0.096,1.3,-2.2,-0.8,0.4,212,508,0.417,93,239,0.389,119,269,0.442,0.509,65,76,0.855,15,124,139,228,25,4,101,105,582,2,5,9.009,21.54,0.09
6660,2014,Greivis Vasquez,Raptors,activated from IL,SG,27,61,5,1314,14.2,0.537,0.47,0.15,1.3,11.1,6.2,29.5,1,0.2,15.7,22.2,1.6,1.1,2.6,0.096,1.3,-2.2,-0.8,0.4,212,508,0.417,93,239,0.389,119,269,0.442,0.509,65,76,0.855,15,124,139,228,25,4,101,105,582,2,5,9.009,21.54,0.09
6661,2014,Gustavo Ayon,Hawks,placed on IL recovering from surgery on right shoulder (out for season),C,28,26,14,429,12.9,0.505,0,0.196,11.4,22.3,16.9,10,3,1.8,20.7,14.8,0,0.7,0.7,0.078,-3.2,3,-0.2,0.2,52,102,0.51,0,0,NA,52,102,0.51,0.51,8,20,0.4,42,83,125,28,25,10,29,47,112,8,18,54.054,16.5,0.48
6662,2014,Gustavo Ayon,Hawks,right shoulder injury (DNP),C,28,26,14,429,12.9,0.505,0,0.196,11.4,22.3,16.9,10,3,1.8,20.7,14.8,0,0.7,0.7,0.078,-3.2,3,-0.2,0.2,52,102,0.51,0,0,NA,52,102,0.51,0.51,8,20,0.4,42,83,125,28,25,10,29,47,112,8,18,54.054,16.5,0.48
6663,2014,Gustavo Ayon,Hawks,surgery on right shoulder (out for season),C,28,26,14,429,12.9,0.505,0,0.196,11.4,22.3,16.9,10,3,1.8,20.7,14.8,0,0.7,0.7,0.078,-3.2,3,-0.2,0.2,52,102,0.51,0,0,NA,52,102,0.51,0.51,8,20,0.4,42,83,125,28,25,10,29,47,112,8,18,54.054,16.5,0.48
6664,2014,Gustavo Ayon,Hawks,shoulder injury / stress fracture in right ankle (P) (DNP),C,28,26,14,429,12.9,0.505,0,0.196,11.4,22.3,16.9,10,3,1.8,20.7,14.8,0,0.7,0.7,0.078,-3.2,3,-0.2,0.2,52,102,0.51,0,0,NA,52,102,0.51,0.51,8,20,0.4,42,83,125,28,25,10,29,47,112,8,18,54.054,16.5,0.48
6665,2014,Gustavo Ayon,Hawks,right shoulder injury (DNP),C,28,26,14,429,12.9,0.505,0,0.196,11.4,22.3,16.9,10,3,1.8,20.7,14.8,0,0.7,0.7,0.078,-3.2,3,-0.2,0.2,52,102,0.51,0,0,NA,52,102,0.51,0.51,8,20,0.4,42,83,125,28,25,10,29,47,112,8,18,54.054,16.5,0.48
6666,2014,Gustavo Ayon,Hawks,right shoulder injury (DNP),C,28,26,14,429,12.9,0.505,0,0.196,11.4,22.3,16.9,10,3,1.8,20.7,14.8,0,0.7,0.7,0.078,-3.2,3,-0.2,0.2,52,102,0.51,0,0,NA,52,102,0.51,0.51,8,20,0.4,42,83,125,28,25,10,29,47,112,8,18,54.054,16.5,0.48
6667,2014,Gustavo Ayon,Hawks,activated from IL,C,28,26,14,429,12.9,0.505,0,0.196,11.4,22.3,16.9,10,3,1.8,20.7,14.8,0,0.7,0.7,0.078,-3.2,3,-0.2,0.2,52,102,0.51,0,0,NA,52,102,0.51,0.51,8,20,0.4,42,83,125,28,25,10,29,47,112,8,18,54.054,16.5,0.48
6668,2014,Gustavo Ayon,Hawks,right shoulder injury (DNP),C,28,26,14,429,12.9,0.505,0,0.196,11.4,22.3,16.9,10,3,1.8,20.7,14.8,0,0.7,0.7,0.078,-3.2,3,-0.2,0.2,52,102,0.51,0,0,NA,52,102,0.51,0.51,8,20,0.4,42,83,125,28,25,10,29,47,112,8,18,54.054,16.5,0.48
6669,2014,Hedo Turkoglu,Clippers,bruised right knee (DNP),SF,34,38,0,392,11.3,0.492,0.459,0.165,3.2,21.4,12.6,11.9,2.4,2,12,15,0.1,0.7,0.8,0.095,-1.9,2.1,0.2,0.2,42,109,0.385,22,50,0.44,20,59,0.339,0.486,9,18,0.5,11,78,89,33,19,10,16,50,115,2,19,13.333,10.32,0.19
6670,2014,Hedo Turkoglu,Clippers,placed on IL with back injury (out for season),SF,34,38,0,392,11.3,0.492,0.459,0.165,3.2,21.4,12.6,11.9,2.4,2,12,15,0.1,0.7,0.8,0.095,-1.9,2.1,0.2,0.2,42,109,0.385,22,50,0.44,20,59,0.339,0.486,9,18,0.5,11,78,89,33,19,10,16,50,115,2,19,13.333,10.32,0.19
6671,2014,Henry Sims,Cavaliers,activated from IL,C,23,20,0,168,10.7,0.43,0,0.311,14.4,23.2,18.7,4.5,1.5,3.5,13.5,15.7,0,0.2,0.2,0.059,-4.8,0.8,-4.1,-0.1,18,45,0.4,0,0,NA,18,45,0.4,0.4,8,14,0.571,22,34,56,5,5,7,8,32,44,2,2,12.739,8.4,0.24
6672,2014,Henry Sims,Cavaliers,placed on IL,C,23,20,0,168,10.7,0.43,0,0.311,14.4,23.2,18.7,4.5,1.5,3.5,13.5,15.7,0,0.2,0.2,0.059,-4.8,0.8,-4.1,-0.1,18,45,0.4,0,0,NA,18,45,0.4,0.4,8,14,0.571,22,34,56,5,5,7,8,32,44,2,2,12.739,8.4,0.24
6673,2014,Hollis Thompson,76ers,upper respiratory illness (DTD),SF,22,77,41,1742,9.5,0.57,0.449,0.196,4.4,11.2,7.7,6.1,1.5,0.5,12.9,11.3,1.4,0.6,2,0.055,-1.8,-1.2,-3,-0.4,171,372,0.46,67,167,0.401,104,205,0.507,0.55,52,73,0.712,73,174,247,73,53,12,60,144,461,4,14,35.398,22.62,0.18
6674,2014,Hollis Thompson,76ers,sprained right ankle (DNP),SF,22,77,41,1742,9.5,0.57,0.449,0.196,4.4,11.2,7.7,6.1,1.5,0.5,12.9,11.3,1.4,0.6,2,0.055,-1.8,-1.2,-3,-0.4,171,372,0.46,67,167,0.401,104,205,0.507,0.55,52,73,0.712,73,174,247,73,53,12,60,144,461,4,14,35.398,22.62,0.18
6675,2014,Hollis Thompson,76ers,sprained right ankle (DNP),SF,22,77,41,1742,9.5,0.57,0.449,0.196,4.4,11.2,7.7,6.1,1.5,0.5,12.9,11.3,1.4,0.6,2,0.055,-1.8,-1.2,-3,-0.4,171,372,0.46,67,167,0.401,104,205,0.507,0.55,52,73,0.712,73,174,247,73,53,12,60,144,461,4,14,35.398,22.62,0.18
6676,2014,Hollis Thompson,76ers,sprained right ankle (DNP),SF,22,77,41,1742,9.5,0.57,0.449,0.196,4.4,11.2,7.7,6.1,1.5,0.5,12.9,11.3,1.4,0.6,2,0.055,-1.8,-1.2,-3,-0.4,171,372,0.46,67,167,0.401,104,205,0.507,0.55,52,73,0.712,73,174,247,73,53,12,60,144,461,4,14,35.398,22.62,0.18
6677,2014,Ian Clark,Jazz,activated from IL,SG,22,23,0,172,9.2,0.485,0.463,0.104,1.9,11.1,6.4,14.7,2.4,0.9,16.7,22.4,-0.2,0.1,-0.1,-0.025,-2.6,-2.1,-4.7,-0.1,26,67,0.388,11,31,0.355,15,36,0.417,0.47,5,7,0.714,3,16,19,15,8,2,14,24,68,5,14,22.321,7.48,0.67
6678,2014,Ian Clark,Jazz,placed on IL,SG,22,23,0,172,9.2,0.485,0.463,0.104,1.9,11.1,6.4,14.7,2.4,0.9,16.7,22.4,-0.2,0.1,-0.1,-0.025,-2.6,-2.1,-4.7,-0.1,26,67,0.388,11,31,0.355,15,36,0.417,0.47,5,7,0.714,3,16,19,15,8,2,14,24,68,5,14,22.321,7.48,0.67
6679,2014,Ian Clark,Jazz,placed on IL,SG,22,23,0,172,9.2,0.485,0.463,0.104,1.9,11.1,6.4,14.7,2.4,0.9,16.7,22.4,-0.2,0.1,-0.1,-0.025,-2.6,-2.1,-4.7,-0.1,26,67,0.388,11,31,0.355,15,36,0.417,0.47,5,7,0.714,3,16,19,15,8,2,14,24,68,5,14,22.321,7.48,0.67
6680,2014,Ian Clark,Jazz,activated from IL,SG,22,23,0,172,9.2,0.485,0.463,0.104,1.9,11.1,6.4,14.7,2.4,0.9,16.7,22.4,-0.2,0.1,-0.1,-0.025,-2.6,-2.1,-4.7,-0.1,26,67,0.388,11,31,0.355,15,36,0.417,0.47,5,7,0.714,3,16,19,15,8,2,14,24,68,5,14,22.321,7.48,0.67
6681,2014,Ian Clark,Jazz,activated from IL,SG,22,23,0,172,9.2,0.485,0.463,0.104,1.9,11.1,6.4,14.7,2.4,0.9,16.7,22.4,-0.2,0.1,-0.1,-0.025,-2.6,-2.1,-4.7,-0.1,26,67,0.388,11,31,0.355,15,36,0.417,0.47,5,7,0.714,3,16,19,15,8,2,14,24,68,5,14,22.321,7.48,0.67
6682,2014,Ian Mahinmi,Pacers,placed on IL with torn plantar fascia in left foot,C,27,77,1,1248,10.2,0.538,0.005,0.767,10.1,12.9,11.6,2.9,1.7,4.4,18.7,11.4,0.7,2.7,3.3,0.129,-3.3,3.6,0.3,0.7,91,189,0.481,0,1,0,91,188,0.484,0.481,90,145,0.621,107,150,257,24,41,72,58,207,272,4,28,35.088,16.21,0.25
6683,2014,Ian Mahinmi,Pacers,placed on IL with bruised left hip,C,27,77,1,1248,10.2,0.538,0.005,0.767,10.1,12.9,11.6,2.9,1.7,4.4,18.7,11.4,0.7,2.7,3.3,0.129,-3.3,3.6,0.3,0.7,91,189,0.481,0,1,0,91,188,0.484,0.481,90,145,0.621,107,150,257,24,41,72,58,207,272,4,28,35.088,16.21,0.25
6684,2014,Ian Mahinmi,Pacers,activated from IL,C,27,77,1,1248,10.2,0.538,0.005,0.767,10.1,12.9,11.6,2.9,1.7,4.4,18.7,11.4,0.7,2.7,3.3,0.129,-3.3,3.6,0.3,0.7,91,189,0.481,0,1,0,91,188,0.484,0.481,90,145,0.621,107,150,257,24,41,72,58,207,272,4,28,35.088,16.21,0.25
6685,2014,Ian Mahinmi,Pacers,torn plantar fascia in left foot (out indefinitely),C,27,77,1,1248,10.2,0.538,0.005,0.767,10.1,12.9,11.6,2.9,1.7,4.4,18.7,11.4,0.7,2.7,3.3,0.129,-3.3,3.6,0.3,0.7,91,189,0.481,0,1,0,91,188,0.484,0.481,90,145,0.621,107,150,257,24,41,72,58,207,272,4,28,35.088,16.21,0.25
6686,2014,Iman Shumpert,Knicks,activated from IL,SG,23,74,58,1962,9.6,0.48,0.471,0.147,4.7,14,9.2,9.8,2.5,0.6,13.3,14.1,0.4,1.6,2,0.048,-0.8,0.7,-0.1,0.9,183,484,0.378,76,228,0.333,107,256,0.418,0.457,53,71,0.746,81,227,308,129,92,13,79,209,495,9,49,63.83,26.51,0.34
6687,2014,Iman Shumpert,Knicks,activated from IL,SG,23,74,58,1962,9.6,0.48,0.471,0.147,4.7,14,9.2,9.8,2.5,0.6,13.3,14.1,0.4,1.6,2,0.048,-0.8,0.7,-0.1,0.9,183,484,0.378,76,228,0.333,107,256,0.418,0.457,53,71,0.746,81,227,308,129,92,13,79,209,495,9,49,63.83,26.51,0.34
6688,2014,Iman Shumpert,Knicks,sprained right shoulder (DNP),SG,23,74,58,1962,9.6,0.48,0.471,0.147,4.7,14,9.2,9.8,2.5,0.6,13.3,14.1,0.4,1.6,2,0.048,-0.8,0.7,-0.1,0.9,183,484,0.378,76,228,0.333,107,256,0.418,0.457,53,71,0.746,81,227,308,129,92,13,79,209,495,9,49,63.83,26.51,0.34
6689,2014,Iman Shumpert,Knicks,placed on IL with sprained MCL in knee,SG,23,74,58,1962,9.6,0.48,0.471,0.147,4.7,14,9.2,9.8,2.5,0.6,13.3,14.1,0.4,1.6,2,0.048,-0.8,0.7,-0.1,0.9,183,484,0.378,76,228,0.333,107,256,0.418,0.457,53,71,0.746,81,227,308,129,92,13,79,209,495,9,49,63.83,26.51,0.34
6690,2014,Iman Shumpert,Knicks,returned to lineup,SG,23,74,58,1962,9.6,0.48,0.471,0.147,4.7,14,9.2,9.8,2.5,0.6,13.3,14.1,0.4,1.6,2,0.048,-0.8,0.7,-0.1,0.9,183,484,0.378,76,228,0.333,107,256,0.418,0.457,53,71,0.746,81,227,308,129,92,13,79,209,495,9,49,63.83,26.51,0.34
6691,2014,Iman Shumpert,Knicks,illness (DNP),SG,23,74,58,1962,9.6,0.48,0.471,0.147,4.7,14,9.2,9.8,2.5,0.6,13.3,14.1,0.4,1.6,2,0.048,-0.8,0.7,-0.1,0.9,183,484,0.378,76,228,0.333,107,256,0.418,0.457,53,71,0.746,81,227,308,129,92,13,79,209,495,9,49,63.83,26.51,0.34
6692,2014,Iman Shumpert,Knicks,bruised right hip (DTD),SG,23,74,58,1962,9.6,0.48,0.471,0.147,4.7,14,9.2,9.8,2.5,0.6,13.3,14.1,0.4,1.6,2,0.048,-0.8,0.7,-0.1,0.9,183,484,0.378,76,228,0.333,107,256,0.418,0.457,53,71,0.746,81,227,308,129,92,13,79,209,495,9,49,63.83,26.51,0.34
6693,2014,Iman Shumpert,Knicks,placed on IL with dislocated left shoulder,SG,23,74,58,1962,9.6,0.48,0.471,0.147,4.7,14,9.2,9.8,2.5,0.6,13.3,14.1,0.4,1.6,2,0.048,-0.8,0.7,-0.1,0.9,183,484,0.378,76,228,0.333,107,256,0.418,0.457,53,71,0.746,81,227,308,129,92,13,79,209,495,9,49,63.83,26.51,0.34
6694,2014,Iman Shumpert,Knicks,placed on IL with sprained right shoulder,SG,23,74,58,1962,9.6,0.48,0.471,0.147,4.7,14,9.2,9.8,2.5,0.6,13.3,14.1,0.4,1.6,2,0.048,-0.8,0.7,-0.1,0.9,183,484,0.378,76,228,0.333,107,256,0.418,0.457,53,71,0.746,81,227,308,129,92,13,79,209,495,9,49,63.83,26.51,0.34
6695,2014,Isaiah Canaan,Rockets,activated from IL,PG,22,22,0,252,9.5,0.506,0.632,0.333,3.3,7.1,5.3,13.2,1.6,1.2,17.4,21,0,0.2,0.2,0.031,-1.4,-2,-3.4,-0.1,31,87,0.356,18,55,0.327,13,32,0.406,0.46,21,29,0.724,7,17,24,22,8,4,21,25,101,11,26,52.381,11.45,0.96
6696,2014,Isaiah Canaan,Rockets,placed on IL,PG,22,22,0,252,9.5,0.506,0.632,0.333,3.3,7.1,5.3,13.2,1.6,1.2,17.4,21,0,0.2,0.2,0.031,-1.4,-2,-3.4,-0.1,31,87,0.356,18,55,0.327,13,32,0.406,0.46,21,29,0.724,7,17,24,22,8,4,21,25,101,11,26,52.381,11.45,0.96
6697,2014,Isaiah Canaan,Rockets,activated from IL,PG,22,22,0,252,9.5,0.506,0.632,0.333,3.3,7.1,5.3,13.2,1.6,1.2,17.4,21,0,0.2,0.2,0.031,-1.4,-2,-3.4,-0.1,31,87,0.356,18,55,0.327,13,32,0.406,0.46,21,29,0.724,7,17,24,22,8,4,21,25,101,11,26,52.381,11.45,0.96
6698,2014,Isaiah Canaan,Rockets,left ankle injury (DTD),PG,22,22,0,252,9.5,0.506,0.632,0.333,3.3,7.1,5.3,13.2,1.6,1.2,17.4,21,0,0.2,0.2,0.031,-1.4,-2,-3.4,-0.1,31,87,0.356,18,55,0.327,13,32,0.406,0.46,21,29,0.724,7,17,24,22,8,4,21,25,101,11,26,52.381,11.45,0.96
6699,2014,Isaiah Canaan,Rockets,placed on IL,PG,22,22,0,252,9.5,0.506,0.632,0.333,3.3,7.1,5.3,13.2,1.6,1.2,17.4,21,0,0.2,0.2,0.031,-1.4,-2,-3.4,-0.1,31,87,0.356,18,55,0.327,13,32,0.406,0.46,21,29,0.724,7,17,24,22,8,4,21,25,101,11,26,52.381,11.45,0.96
6700,2014,Isaiah Canaan,Rockets,returned to lineup,PG,22,22,0,252,9.5,0.506,0.632,0.333,3.3,7.1,5.3,13.2,1.6,1.2,17.4,21,0,0.2,0.2,0.031,-1.4,-2,-3.4,-0.1,31,87,0.356,18,55,0.327,13,32,0.406,0.46,21,29,0.724,7,17,24,22,8,4,21,25,101,11,26,52.381,11.45,0.96
6701,2014,Isaiah Canaan,Rockets,placed on IL,PG,22,22,0,252,9.5,0.506,0.632,0.333,3.3,7.1,5.3,13.2,1.6,1.2,17.4,21,0,0.2,0.2,0.031,-1.4,-2,-3.4,-0.1,31,87,0.356,18,55,0.327,13,32,0.406,0.46,21,29,0.724,7,17,24,22,8,4,21,25,101,11,26,52.381,11.45,0.96
6702,2014,Isaiah Canaan,Rockets,activated from IL,PG,22,22,0,252,9.5,0.506,0.632,0.333,3.3,7.1,5.3,13.2,1.6,1.2,17.4,21,0,0.2,0.2,0.031,-1.4,-2,-3.4,-0.1,31,87,0.356,18,55,0.327,13,32,0.406,0.46,21,29,0.724,7,17,24,22,8,4,21,25,101,11,26,52.381,11.45,0.96
6703,2014,Isaiah Canaan,Rockets,placed on IL,PG,22,22,0,252,9.5,0.506,0.632,0.333,3.3,7.1,5.3,13.2,1.6,1.2,17.4,21,0,0.2,0.2,0.031,-1.4,-2,-3.4,-0.1,31,87,0.356,18,55,0.327,13,32,0.406,0.46,21,29,0.724,7,17,24,22,8,4,21,25,101,11,26,52.381,11.45,0.96
